,movie_name,year,runtime,genre,rating,votes,gross(in $)
19185,The Emoji Movie,2017,86 min,animation,3.4,66257.0,86089513.0
19186,Rise of the Guardians,2012,97 min,animation,7.2,180688.0,103412758.0
19187,I Want to Eat Your Pancreas,2018,109 min,animation,8.0,18852.0,277019.0
19188,Penguins of Madagascar,2014,92 min,animation,6.6,94279.0,83348920.0
19189,Alvin and the Chipmunks: The Squeakquel,2009,88 min,animation,4.5,50851.0,219614612.0
19190,The Rescuers,1977,77 min,animation,6.9,66009.0,71215869.0
19191,Winnie the Pooh,2011,63 min,animation,7.1,26286.0,26692846.0
19192,Hop,2011,95 min,animation,5.4,35186.0,108085305.0
19193,The Simpsons Movie,2007,87 min,animation,7.3,335685.0,183135014.0
19194,Planes,2013,91 min,animation,5.7,46391.0,90288712.0
19195,Fantastic Planet,1973,72 min,animation,7.7,33086.0,193817.0
19196,The Boss Baby: Family Business,2021,107 min,animation,5.9,19380.0,57300280.0
19197,Rio 2,2014,101 min,animation,6.3,93571.0,131538435.0
19198,The Lego Ninjago Movie,2017,101 min,animation,6.0,27373.0,59281555.0
19199,Bedknobs and Broomsticks,1971,117 min,animation,7.0,38942.0,18530000.0
19200,The Rescuers Down Under,1990,77 min,animation,6.8,44389.0,27931461.0
19201,Loving Vincent,2017,94 min,animation,7.8,59552.0,6735118.0
19202,The Great Mouse Detective,1986,74 min,animation,7.1,51220.0,38600000.0
19203,Fantasia,1940,124 min,animation,7.7,98762.0,76408097.0
19204,Titan A.E.,2000,94 min,animation,6.6,62185.0,22751979.0
19205,An American Tail,1986,80 min,animation,6.9,55135.0,47483002.0
19206,Waking Life,2001,99 min,animation,7.7,65134.0,2892011.0
19207,The Angry Birds Movie 2,2019,97 min,animation,6.4,31262.0,41657076.0
19208,All Dogs Go to Heaven,1989,84 min,animation,6.7,43271.0,27100027.0
19209,Scoob!,2020,93 min,animation,5.6,27869.0,2188425.0
19210,Astro Boy,2009,94 min,animation,6.2,37841.0,19548064.0
19211,The Secret of NIMH,1982,82 min,animation,7.5,42409.0,10140325.0
19212,Looney Tunes: Back in Action,2003,91 min,animation,5.8,38615.0,20991364.0
19213,The Pagemaster,1994,80 min,animation,6.1,24256.0,13670688.0
19214,Osmosis Jones,2001,95 min,animation,6.3,37013.0,13596911.0
19215,Mr. Peabody & Sherman,2014,92 min,animation,6.8,72756.0,111506430.0
19216,Captain Underpants: The First Epic Movie,2017,89 min,animation,6.2,29688.0,73921000.0
19217,Pete's Dragon,1977,128 min,animation,6.3,25388.0,40100000.0
19218,The Smurfs,2011,103 min,animation,5.4,92326.0,142614158.0
19219,The Sword in the Stone,1963,79 min,animation,7.1,100807.0,22182353.0
19220,The Secret Life of Pets 2,2019,86 min,animation,6.4,64182.0,158874395.0
19221,Bambi,1942,69 min,animation,7.3,146277.0,102797150.0
19222,Fire and Ice,1983,81 min,animation,6.5,11359.0,760883.0
19223,Fritz the Cat,1972,78 min,animation,6.2,13471.0,25000000.0
19224,Barnyard,2006,90 min,animation,5.6,32292.0,72779000.0
19225,The Last Unicorn,1982,92 min,animation,7.3,27698.0,6455530.0
19226,The Smurfs 2,2013,105 min,animation,5.3,43398.0,71017784.0
19227,The Addams Family 2,2021,93 min,animation,5.4,13743.0,56489153.0
19228,The SpongeBob Movie: Sponge Out of Water,2015,92 min,animation,6.0,57147.0,162994032.0
19229,Batman: The Killing Joke,2016,76 min,animation,6.4,58517.0,3775000.0
19230,Tales from Earthsea,2006,115 min,animation,6.3,41068.0,48461.0
19231,Monkeybone,2001,93 min,animation,4.8,18474.0,5411999.0
19232,The Curse of the Were-Rabbit,2005,85 min,animation,7.5,138963.0,56110897.0
19233,Smurfs: The Lost Village,2017,90 min,animation,6.0,22422.0,45020282.0
19234,Leap!,2016,89 min,animation,6.7,23041.0,24702560.0
19235,Vampire Hunter D: Bloodlust,2000,103 min,animation,7.6,33055.0,151086.0
19236,The Boxtrolls,2014,96 min,animation,6.8,59217.0,50837305.0
19237,The Tale of The Princess Kaguya,2013,137 min,animation,8.0,48667.0,1506975.0
19238,Sinbad: Legend of the Seven Seas,2003,86 min,animation,6.7,56175.0,26483452.0
19239,One Piece Film: Red,2022,115 min,animation,6.8,9264.0,12775324.0
19240,Song of the Sea,2014,93 min,animation,8.0,59869.0,857524.0
19241,Arthur and the Invisibles,2006,94 min,animation,6.0,38573.0,15132763.0
19242,Thumbelina,1994,86 min,animation,6.2,17689.0,11373501.0
19243,ParaNorman,2012,92 min,animation,7.0,104930.0,56003051.0
19244,My Little Pony: The Movie,2017,99 min,animation,6.1,7353.0,21885107.0
19245,Balto,1995,78 min,animation,7.1,45239.0,11348324.0
19246,When Marnie Was There,2014,103 min,animation,7.7,42549.0,765127.0
19247,From Up on Poppy Hill,2011,91 min,animation,7.4,46192.0,1002895.0
19248,Charlotte's Web,1973,94 min,animation,6.9,21562.0,5232000.0
19249,Rock-A-Doodle,1991,77 min,animation,6.0,9959.0,11657385.0
19250,Wizards,1977,80 min,animation,6.3,12241.0,9000000.0
19251,The Little Prince,2015,108 min,animation,7.7,63514.0,1339152.0
19252,Abominable,2019,97 min,animation,7.0,39981.0,60716390.0
19253,Strange Magic,2015,99 min,animation,5.7,11575.0,12427046.0
19254,Curious George,2006,87 min,animation,6.5,17191.0,58640119.0
19255,Dumbo,1941,64 min,animation,7.2,135042.0,1600000.0
19256,Jimmy Neutron: Boy Genius,2001,82 min,animation,6.0,35852.0,80936232.0
19257,Alvin and the Chipmunks: The Road Chip,2015,92 min,animation,4.9,20630.0,85886987.0
19258,TMNT,2007,87 min,animation,6.2,65789.0,54149098.0
19259,G-Force,2009,88 min,animation,5.1,47752.0,119436770.0
19260,Star Wars: The Clone Wars,2008,98 min,animation,5.9,67904.0,35161554.0
19261,The Secret of Kells,2009,75 min,animation,7.6,36447.0,686383.0
19262,Peter Pan 2: Return to Never Land,2002,72 min,animation,5.8,20898.0,48430258.0
19263,Garfield: A Tail of Two Kitties,2006,82 min,animation,5.0,44474.0,28426747.0
19264,Batman: Mask of the Phantasm,1993,76 min,animation,7.8,52782.0,5617391.0
19265,Legend of the Guardians: The Owls of Ga'Hoole,2010,97 min,animation,6.9,84703.0,55675313.0
19266,Home on the Range,2004,76 min,animation,5.4,24122.0,50030461.0
19267,Pokémon: The First Movie - Mewtwo Strikes Back,1998,96 min,animation,6.2,44004.0,85744662.0
19268,Cats Don't Dance,1997,75 min,animation,6.9,7963.0,3562749.0
19269,Belladonna of Sadness,1973,86 min,animation,7.3,6684.0,105841.0
19270,Persepolis,2007,96 min,animation,8.0,96330.0,4445756.0
19271,Little Nemo: Adventures in Slumberland,1989,85 min,animation,7.1,7817.0,1368210.0
19272,Frankenweenie,2012,87 min,animation,6.9,110840.0,35291068.0
19273,Smallfoot,2018,96 min,animation,6.6,40819.0,83240103.0
19274,Anomalisa,2015,90 min,animation,7.2,73045.0,3759286.0
19275,Quest for Camelot,1998,86 min,animation,6.2,17103.0,22717758.0
19276,The Pirates! Band of Misfits,2012,88 min,animation,6.7,49548.0,31051126.0
19277,Stuart Little 2,2002,77 min,animation,5.5,55789.0,64956806.0
19278,The Swan Princess,1994,90 min,animation,6.4,25712.0,9771658.0
19279,Kingsglaive: Final Fantasy XV,2016,110 min,animation,6.7,22242.0,233569.0
19280,Only Yesterday,1991,119 min,animation,7.6,33720.0,453243.0
19281,Cowboy Bebop: The Movie,2001,115 min,animation,7.8,50112.0,1000045.0
19282,The Ant Bully,2006,88 min,animation,5.8,40337.0,28142535.0
19283,Planes: Fire & Rescue,2014,83 min,animation,5.9,18697.0,59165787.0
19284,Alvin and the Chipmunks: Chipwrecked,2011,87 min,animation,4.3,36751.0,133110742.0
19285,The Transformers: The Movie,1986,84 min,animation,7.2,40444.0,5849647.0
19286,Planet 51,2009,91 min,animation,6.0,56444.0,42086887.0
19287,The Breadwinner,2017,94 min,animation,7.7,26492.0,312381.0
19288,The Wild,2006,82 min,animation,5.2,26560.0,37384046.0
19289,Missing Link,2019,93 min,animation,6.7,27169.0,16649539.0
19290,The Triplets of Belleville,2003,80 min,animation,7.7,55369.0,7002255.0
19291,A Christmas Carol,2009,96 min,animation,6.8,121404.0,137855863.0
19292,Final Fantasy: The Spirits Within,2001,106 min,animation,6.4,82762.0,32131830.0
19293,Rock Dog,2016,90 min,animation,5.9,5633.0,9404922.0
19294,We're Back! A Dinosaur's Story,1993,72 min,animation,6.0,15445.0,9315576.0
19295,Hoodwinked Too! Hood vs. Evil,2011,86 min,animation,4.7,13404.0,10143779.0
19296,The Peanuts Movie,2015,88 min,animation,7.0,47270.0,130178411.0
19297,Tom and Jerry: The Movie,1992,84 min,animation,5.4,11427.0,3560469.0
19298,Teen Titans GO! To the Movies,2018,84 min,animation,6.7,20214.0,29790236.0
19299,Yellow Submarine,1968,85 min,animation,7.4,26917.0,992305.0
19300,An American Tail: Fievel Goes West,1991,75 min,animation,6.4,27032.0,22166041.0
19301,UglyDolls,2019,87 min,animation,5.1,7140.0,20150241.0
19302,Happy Feet Two,2011,100 min,animation,5.8,45861.0,64006466.0
19303,Sherlock Gnomes,2018,86 min,animation,5.2,13026.0,43242871.0
19304,The Rugrats Movie,1998,79 min,animation,5.9,19883.0,100494675.0
19305,Mars Needs Moms,2011,88 min,animation,5.4,23030.0,21379315.0
19306,The Congress,2013,122 min,animation,6.4,19109.0,137815.0
19307,The Tale of Despereaux,2008,93 min,animation,6.1,38773.0,50877145.0
19308,Tokyo Godfathers,2003,92 min,animation,7.8,42488.0,128985.0
19309,Dragon Ball Super: Broly,2018,100 min,animation,7.7,28864.0,30712119.0
19310,Escape from Planet Earth,2012,89 min,animation,5.8,26151.0,57012977.0
19311,Middle School: The Worst Years of My Life,2016,92 min,animation,6.1,9414.0,19985196.0
19312,The Red Turtle,2016,80 min,animation,7.5,36201.0,920057.0
19313,The Adventures of Rocky & Bullwinkle,2000,92 min,animation,4.3,20617.0,26000610.0
19314,Millennium Actress,2001,87 min,animation,7.8,29205.0,186094.0
19315,Once Upon a Forest,1993,71 min,animation,6.4,5781.0,10000000.0
19316,Shaun the Sheep Movie,2015,85 min,animation,7.3,41648.0,19375982.0
19317,When the Wind Blows,1986,84 min,animation,7.7,11581.0,5274.0
19318,The Jungle Book 2,2003,72 min,animation,5.3,16944.0,47887943.0
19319,The Thief and the Cobbler,1993,90 min,animation,7.1,4272.0,669276.0
19320,Rugrats in Paris,2000,78 min,animation,6.1,12979.0,76507756.0
19321,Metropolis,2001,108 min,animation,7.2,21828.0,636830.0
19322,Yogi Bear,2010,80 min,animation,4.6,22526.0,100246011.0
19323,Beavis and Butt-Head Do America,1996,81 min,animation,6.8,58449.0,63071133.0
19324,Heavy Traffic,1973,77 min,animation,6.5,3449.0,1343341.0
19325,Valiant,2005,76 min,animation,5.5,23483.0,19478106.0
19326,Fantasia 2000,1999,75 min,animation,7.1,39532.0,60655420.0
19327,Free Birds,2013,91 min,animation,5.8,24859.0,55750480.0
19328,Walking with Dinosaurs 3D,2013,87 min,animation,5.2,11572.0,36076121.0
19329,Jin-Roh: The Wolf Brigade,1999,102 min,animation,7.3,17438.0,94591.0
19330,Early Man,2018,89 min,animation,6.1,22750.0,8267544.0
19331,Eight Crazy Nights,2002,76 min,animation,5.3,23955.0,23443124.0
19332,Asterix: The Secret of the Magic Potion,2018,87 min,animation,6.7,10347.0,1271953.0
19333,Ernest & Celestine,2012,80 min,animation,7.8,21088.0,292562.0
19334,Igor,2008,87 min,animation,5.9,23749.0,19528602.0
19335,The Boy and the Beast,2015,119 min,animation,7.6,24958.0,446142.0
19336,Mirai,2018,98 min,animation,7.0,16597.0,812794.0
19337,Alpha and Omega,2010,90 min,animation,5.1,14684.0,25077977.0
19338,The Powerpuff Girls Movie,2002,73 min,animation,6.5,10419.0,11411644.0
19339,Ghost in the Shell 2: Innocence,2004,100 min,animation,7.4,39073.0,1043896.0
19340,Evangelion: 1.0 You Are (Not) Alone,2007,98 min,animation,7.6,25221.0,107797.0
19341,American Pop,1981,96 min,animation,7.1,5144.0,6000000.0
19342,A Troll in Central Park,1994,76 min,animation,5.3,6971.0,71368.0
19343,Asterix and Obelix: Mansion of the Gods,2014,85 min,animation,6.9,14406.0,1656287.0
19344,The Nut Job,2014,85 min,animation,5.7,29162.0,64251541.0
19345,Everyone's Hero,2006,87 min,animation,5.7,9169.0,14522427.0
19346,Wonder Park,2019,85 min,animation,5.8,12198.0,45216793.0
19347,Summer Wars,2009,114 min,animation,7.4,30335.0,78182.0
19348,My Life as a Zucchini,2016,70 min,animation,7.7,26577.0,292279.0
19349,The Star,2017,86 min,animation,6.2,8641.0,40852824.0
19350,Gandahar,1987,78 min,animation,7.0,5025.0,370698.0
19351,The Illusionist,2010,80 min,animation,7.5,35704.0,2231474.0
19352,Doogal,2006,78 min,animation,2.8,5232.0,7382993.0
19353,My Hero Academia: Two Heroes,2018,96 min,animation,7.4,11218.0,5754556.0
19354,The Wild Thornberrys,2002,85 min,animation,5.6,14923.0,40108697.0
19355,Son of Bigfoot,2017,92 min,animation,6.1,7496.0,289308.0
19356,Bebe's Kids,1992,72 min,animation,5.8,5313.0,8442162.0
19357,Bilal: A New Breed of Hero,2015,105 min,animation,7.6,18813.0,500200.0
19358,Pokémon the Movie: I Choose You!,2017,98 min,animation,6.3,7083.0,2401722.0
19359,In This Corner (and Other Corners) of the World,2016,129 min,animation,7.8,11530.0,172147.0
19360,Pokémon the Movie 2000,1999,99 min,animation,6.0,22776.0,43758684.0
19361,The Chipmunk Adventure,1987,77 min,animation,7.1,5647.0,6804312.0
19362,Dragon Ball Z: Battle of Gods,2013,85 min,animation,7.1,28669.0,2553002.0
19363,Mind Game,2004,103 min,animation,7.7,9939.0,36613.0
19364,Ratchet & Clank,2016,94 min,animation,5.5,11278.0,8549740.0
19365,Happily Ever After,1989,75 min,animation,5.5,2480.0,3299382.0
19366,DuckTales the Movie: Treasure of the Lost Lamp,1990,74 min,animation,6.8,27539.0,18115724.0
19367,Evangelion: 2.0 You Can (Not) Advance,2009,112 min,animation,7.9,22708.0,133640.0
19368,The Care Bears Movie,1985,77 min,animation,5.6,5633.0,22934000.0
19369,The Pebble and the Penguin,1995,74 min,animation,5.5,5262.0,3983912.0
19370,Space Chimps,2008,81 min,animation,4.5,12034.0,30105968.0
19371,Rock & Rule,1983,77 min,animation,6.4,3795.0,30379.0
19372,The Tigger Movie,2000,77 min,animation,6.3,19436.0,45554533.0
19373,Cats & Dogs: The Revenge of Kitty Galore,2010,82 min,animation,4.3,15597.0,43585753.0
19374,Spriggan,1998,90 min,animation,6.5,4009.0,7420.0
19375,The King and I,1999,88 min,animation,4.3,4176.0,11956538.0
19376,Recess: School's Out,2001,82 min,animation,6.5,11036.0,36696761.0
19377,Arthur Christmas,2011,97 min,animation,7.1,62746.0,46462469.0
19378,The Princess and the Goblin,1991,82 min,animation,6.7,2932.0,2144238.0
19379,Sgt. Stubby: An American Hero,2018,84 min,animation,6.9,2370.0,3140677.0
19380,Mary and the Witch's Flower,2017,103 min,animation,6.8,14923.0,2418404.0
19381,Rugrats Go Wild,2003,80 min,animation,5.5,8586.0,39399750.0
19382,Mutafukaz,2017,94 min,animation,6.7,4764.0,229423.0
19383,Steamboy,2004,126 min,animation,6.8,18046.0,410388.0
19384,April and the Extraordinary World,2015,105 min,animation,7.2,7980.0,294313.0
19385,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86 min,animation,6.7,14225.0,5518918.0
19386,Sprung! The Magic Roundabout,2005,85 min,animation,5.2,3516.0,7415850.0
19387,The Nut Job 2: Nutty by Nature,2017,91 min,animation,5.5,6867.0,28370522.0
19388,Evangelion: 3.0 You Can (Not) Redo,2012,96 min,animation,6.9,16466.0,174945.0
19389,Norm of the North,2016,90 min,animation,3.4,9614.0,17017118.0
19390,Birdboy: The Forgotten Children,2015,76 min,animation,7.2,2773.0,38786.0
19391,The Wonderful World of the Brothers Grimm,1962,135 min,animation,6.4,1971.0,14170000.0
19392,"Dragon Ball Z: Resurrection ""F""",2015,93 min,animation,7.2,22850.0,8008363.0
19393,The Trouble with Terkel,2004,77 min,animation,7.1,11152.0,10579.0
19394,All Dogs Go to Heaven 2,1996,82 min,animation,5.5,6284.0,8620500.0
19395,Arthur et la vengeance de Maltazard,2009,107 min,animation,5.2,10082.0,347136.0
19396,Digimon: The Movie,2000,82 min,animation,6.0,7595.0,9631153.0
19397,Jetsons: The Movie,1990,82 min,animation,5.5,5433.0,10900000.0
19398,Pokémon 3 the Movie: Spell of the Unown,2000,93 min,animation,5.8,14487.0,17052128.0
19399,Monster Family,2017,93 min,animation,4.8,5098.0,112014.0
19400,Jonah: A VeggieTales Movie,2002,82 min,animation,6.4,4334.0,25581229.0
19401,Code Geass: Lelouch of the Re;Surrection,2019,112 min,animation,7.3,2990.0,522805.0
19402,Pippi Longstocking,1997,75 min,animation,5.2,1559.0,779200.0
19403,Appleseed,2004,101 min,animation,6.9,18256.0,129135.0
19404,"The Night Is Short, Walk on Girl",2017,92 min,animation,7.5,5567.0,406490.0
19405,Yu-Gi-Oh!: The Dark Side of Dimensions,2016,130 min,animation,6.9,3214.0,1015339.0
19406,Pilgrim's Progress,2019,108 min,animation,6.2,765.0,615949.0
19407,Hell and Back,2015,86 min,animation,5.3,5135.0,156166.0
19408,Happily N'Ever After,2006,87 min,animation,4.5,10847.0,15589393.0
19409,Legends of Oz: Dorothy's Return,2013,88 min,animation,5.0,6115.0,8462027.0
19410,Gumby: The Movie,1995,90 min,animation,6.1,958.0,57100.0
19411,"Ruben Brandt, Collector",2018,96 min,animation,7.4,7906.0,117963.0
19412,Piglet's Big Movie,2003,75 min,animation,6.1,8183.0,23103423.0
19413,Otesánek,2000,132 min,animation,7.3,6589.0,116710.0
19414,Kahlil Gibran's The Prophet,2014,85 min,animation,7.0,4834.0,335030.0
19415,Thunder and the House of Magic,2013,85 min,animation,6.2,7005.0,4091.0
19416,The Big Bad Fox and Other Tales,2017,83 min,animation,7.4,3293.0,35787.0
19417,The Reluctant Dragon,1941,74 min,animation,6.8,3513.0,872000.0
19418,The Adventures of Mark Twain,1985,86 min,animation,7.2,3121.0,849915.0
19419,The Nine Lives of Fritz the Cat,1974,77 min,animation,5.3,2859.0,1093992.0
19420,The Boy and the World,2013,80 min,animation,7.5,7221.0,129479.0
19421,Trigun: Badlands Rumble,2010,90 min,animation,7.4,5589.0,62027.0
19422,Tehran Taboo,2017,96 min,animation,7.1,4656.0,74758.0
19423,Gulliver's Travels,1939,76 min,animation,6.6,4547.0,7128600.0
19424,Renaissance,2006,105 min,animation,6.6,16211.0,63260.0
19425,My Little Pony: The Movie,1986,86 min,animation,5.9,2757.0,5958456.0
19426,Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,90 min,animation,4.9,8749.0,19762690.0
19427,Pokemon 4Ever: Celebi - Voice of the Forest,2001,75 min,animation,5.7,8893.0,1727447.0
19428,Care Bears Movie II: A New Generation,1986,76 min,animation,5.4,2394.0,8540346.0
19429,Chico & Rita,2010,94 min,animation,7.2,9368.0,350524.0
19430,X,1996,100 min,animation,6.1,2742.0,142544.0
19431,A Cat in Paris,2010,70 min,animation,6.9,11506.0,309973.0
19432,A Town Called Panic,2009,75 min,animation,7.4,8365.0,165349.0
19433,Moondance Alexander,2007,94 min,animation,6.2,1396.0,37895.0
19434,Luis and the Aliens,2018,86 min,animation,6.0,2715.0,154170.0
19435,Fireworks,2017,90 min,animation,5.5,3498.0,525280.0
19436,Pooh's Heffalump Movie,2005,68 min,animation,6.4,7880.0,18098433.0
19437,Pokémon Heroes,2002,71 min,animation,6.0,6417.0,746381.0
19438,Pokémon the Movie: The Power of Us,2018,100 min,animation,6.2,2750.0,789170.0
19439,Wings of Honneamise,1987,121 min,animation,7.2,5428.0,55572.0
19440,Starchaser: The Legend of Orin,1985,100 min,animation,6.4,2333.0,3360800.0
19441,Hey Arnold! The Movie,2002,76 min,animation,5.9,7475.0,13684949.0
19442,Kirikou and the Sorceress,1998,71 min,animation,7.5,10137.0,61070.0
19443,Kaena: The Prophecy,2003,85 min,animation,6.0,4088.0,7674.0
19444,Lu Over the Wall,2017,112 min,animation,6.8,2447.0,109857.0
19445,Battle for Terra,2007,85 min,animation,6.5,11941.0,1647083.0
19446,Fullmetal Alchemist: The Sacred Star of Milos,2011,110 min,animation,6.9,5174.0,177802.0
19447,Delgo,2008,94 min,animation,4.3,3097.0,511920.0
19448,Rudolph the Red-Nosed Reindeer: The Movie,1998,83 min,animation,5.8,2941.0,113484.0
19449,A Boy Named Charlie Brown,1969,86 min,animation,7.3,5251.0,13080000.0
19450,Spark: A Space Tail,2016,91 min,animation,4.4,1277.0,190511.0
19451,The Wild Life,2016,91 min,animation,5.3,6392.0,7965609.0
19452,The Hero of Color City,2014,77 min,animation,4.0,673.0,31826.0
19453,Blue Exorcist: The Movie,2012,88 min,animation,7.1,2310.0,21796.0
19454,The Secret of the Sword,1985,100 min,animation,7.2,3042.0,7660857.0
19455,Pinocchio and the Emperor of the Night,1987,87 min,animation,6.3,692.0,3261638.0
19456,Wonderful Days,2003,86 min,animation,6.7,9331.0,29425.0
19457,The Nutcracker Prince,1990,75 min,animation,6.8,2524.0,1781694.0
19458,Doug's 1st Movie,1999,77 min,animation,4.9,3387.0,19421271.0
19459,Fly Me to the Moon 3D,2007,84 min,animation,4.5,4645.0,14532946.0
19460,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,85 min,animation,5.6,2966.0,12701880.0
19461,The Painting,2011,80 min,animation,7.3,4366.0,11229.0
19462,Babar: The Movie,1989,70 min,animation,6.3,1044.0,1305187.0
19463,Henchmen,2018,89 min,animation,5.1,678.0,1469.0
19464,Heidi's Song,1982,94 min,animation,6.2,312.0,5124391.0
19465,Ghost in the Shell: The New Movie,2015,100 min,animation,6.6,3971.0,101203.0
19466,The Ten Commandments,2007,88 min,animation,2.9,2470.0,952820.0
19467,Asterix in America,1994,85 min,animation,5.9,7922.0,768488.0
19468,Clifford's Really Big Movie,2004,74 min,animation,5.4,1011.0,2922354.0
19469,Arjun: The Warrior Prince,2012,96 min,animation,6.7,1867.0,7075.0
19470,The Velveteen Rabbit,2009,97 min,animation,6.2,787.0,143715.0
19471,Fairy Tail: Dragon Cry,2017,85 min,animation,6.8,2268.0,169203.0
19472,Lunacy,2005,118 min,animation,7.2,3825.0,47957.0
19473,Ne Zha,2019,110 min,animation,7.4,7907.0,3695533.0
19474,Roadside Romeo,2008,93 min,animation,4.9,1560.0,55202.0
19475,Rainbow Brite and the Star Stealer,1985,85 min,animation,6.7,1300.0,4889971.0
19476,Teacher's Pet,2004,73 min,animation,5.7,1854.0,6491350.0
19477,The King and the Mockingbird,1980,83 min,animation,7.7,5260.0,27513.0
19478,Khumba,2013,85 min,animation,5.6,6230.0,1029.0
19479,Have a Nice Day,2017,77 min,animation,6.5,2089.0,79393.0
19480,Kochadaiiyaan,2014,118 min,animation,6.2,5220.0,663000.0
19481,Okko's Inn,2018,94 min,animation,7.1,2053.0,134787.0
19482,Buñuel in the Labyrinth of the Turtles,2018,80 min,animation,7.1,2230.0,29700.0
19483,Psycho-Pass: The Movie,2015,113 min,animation,7.1,4132.0,138366.0
19484,One Piece: Episode of Alabasta - The Desert Princess and the Pirates,2007,90 min,animation,6.8,1810.0,6587.0
19485,"Race for Your Life, Charlie Brown",1977,76 min,animation,7.2,3738.0,3223888.0
19486,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,2013,99 min,animation,7.3,2561.0,109630.0
19487,Freddie as F.R.O.7.,1992,90 min,animation,5.2,769.0,1119368.0
19488,Digimon Adventure tri. Part 1: Reunion,2015,96 min,animation,7.3,1806.0,190581.0
19489,Huevos: Little Rooster's Egg-cellent Adventure,2015,98 min,animation,5.7,1116.0,9069010.0
19490,"Hey There, It's Yogi Bear",1964,89 min,animation,6.5,1053.0,4836233.0
19491,Condorito: The Movie,2017,88 min,animation,5.3,910.0,447719.0
19492,Modest Heroes,2018,53 min,animation,6.6,2852.0,178027.0
19493,Tales of the Night,2011,84 min,animation,6.9,1585.0,10975.0
19494,Puella Magi Madoka Magica the Movie Part 2: Eternal,2012,109 min,animation,7.9,1560.0,62340.0
19495,I Married a Strange Person!,1997,75 min,animation,6.9,2043.0,203134.0
19496,$9.99,2008,78 min,animation,6.7,3387.0,52107.0
19497,The Rabbi's Cat,2011,100 min,animation,7.1,3608.0,16659.0
19498,"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980,75 min,animation,7.2,3335.0,2013193.0
19499,Napping Princess,2017,111 min,animation,6.3,1441.0,48198.0
19500,Funan,2018,84 min,animation,6.9,1017.0,15152.0
19501,The Care Bears Adventure in Wonderland,1987,80 min,animation,5.7,1234.0,2608000.0
19502,The Greatest Miracle,2011,70 min,animation,4.6,380.0,555166.0
19503,Lói: Þú Flýgur Aldrei Einn,2018,83 min,animation,5.3,1161.0,77815.0
19504,The Trumpet of the Swan,2001,75 min,animation,5.0,1206.0,152525.0
19505,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,2013,116 min,animation,7.8,3782.0,375627.0
19506,Snoopy Come Home,1972,81 min,animation,7.4,4874.0,190690.0
19507,Toys in the Attic,2009,80 min,animation,6.4,760.0,64918.0
19508,Harmony,2015,119 min,animation,6.1,960.0,23248.0
19509,Puella Magi Madoka Magica the Movie Part 1: Beginnings,2012,130 min,animation,7.7,1595.0,180440.0
19510,Phantom Boy,2015,84 min,animation,6.6,1608.0,30987.0
19511,Babar: King of the Elephants,1999,80 min,animation,5.9,564.0,49090.0
19512,Racetime,2018,89 min,animation,5.5,545.0,1874783.0
19513,GoBots: Battle of the Rock Lords,1986,75 min,animation,5.3,526.0,1338264.0
19514,War of the Worlds: Goliath,2012,85 min,animation,5.4,1217.0,13385.0
19515,Digimon Adventure tri. Part 6: Future,2018,98 min,animation,7.1,848.0,54324.0
19516,Miss Hokusai,2015,93 min,animation,6.7,3329.0,216202.0
19517,Testing Movie1,2015,123 min,animation,7.4,115.0,11000.0
19518,Saga of Tanya the Evil - The Movie,2019,115 min,animation,7.5,1331.0,288460.0
19519,The Wizard of Oz,1982,78 min,animation,6.6,411.0,612300.0
19520,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2012,85 min,animation,5.8,1763.0,5102.0
19521,A Wizard's Tale,2018,97 min,animation,4.6,787.0,1626.0
19522,Romeo & Juliet: Sealed with a Kiss,2005,76 min,animation,3.6,397.0,462689.0
19523,The Legend of Hallowaiian,2018,82 min,animation,4.4,869.0,451.0
19524,Zoo Wars,2018,70 min,animation,2.3,138.0,8998.0
19525,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,74 min,animation,7.0,2095.0,78350.0
19526,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2019,100 min,animation,6.5,239.0,34135.0
19527,Pound Puppies and the Legend of Big Paw,1988,76 min,animation,4.7,668.0,504636.0
19528,The Girl Without Hands,2016,76 min,animation,6.9,1358.0,21787.0
19529,Kaptein Sabeltann,2003,75 min,animation,5.5,242.0,104443.0
19530,Invitation to the Dance,1956,93 min,animation,6.4,949.0,600000.0
19531,Legend of Deification,2020,110 min,animation,6.5,1975.0,214670.0
19532,Rakuen Tsuiho: Expelled from Paradise,2014,104 min,animation,6.6,1767.0,34510.0
19533,Fear(s) of the Dark,2007,83 min,animation,6.6,3169.0,77876.0
19534,The Trouble with Terkel,2010,87 min,animation,7.2,385.0,107284.0
19535,The Smurfs and the Magic Flute,1976,89 min,animation,5.9,1364.0,11234220.0
19536,Tito and the Birds,2018,73 min,animation,6.7,692.0,4332.0
19537,Mobile Suit Gundam: NT - Narrative,2018,88 min,animation,6.1,447.0,259224.0
